L,a,b,label,name,hex
32.9037,54.0955,39.3294,RAL 3013,Rojo tomate,#A12312
27.1702,53.1032,36.7054,RAL 3013,Rojo tomate,#A12312
35.9369,35.9667,44.973,RAL 3013,Rojo tomate,#A12312
40.8314,42.1516,37.6064,RAL 3013,Rojo tomate,#A12312
36.4177,51.3961,51.7429,RAL 3013,Rojo tomate,#A12312
43.7651,49.0405,35.5987,RAL 3013,Rojo tomate,#A12312
28.8436,50.6429,40.4566,RAL 3013,Rojo tomate,#A12312
40.1789,53.296,40.4923,RAL 3013,Rojo tomate,#A12312
45.7322,47.846,41.5325,RAL 3013,Rojo tomate,#A12312
38.4619,52.781,43.1704,RAL 3013,Rojo tomate,#A12312
28.1954,52.2873,36.4397,RAL 3013,Rojo tomate,#A12312
28.8275,47.4554,33.2188,RAL 3013,Rojo tomate,#A12312
36.1035,54.6751,42.6249,RAL 3013,Rojo tomate,#A12312
39.4689,56.3512,44.4627,RAL 3013,Rojo tomate,#A12312
27.4375,49.9976,34.5426,RAL 3013,Rojo tomate,#A12312
36.2878,56.6809,46.6666,RAL 3013,Rojo tomate,#A12312
34.4403,43.2895,34.7661,RAL 3013,Rojo tomate,#A12312
34.0917,50.377,40.0808,RAL 3013,Rojo tomate,#A12312
34.7936,45.8379,32.0372,RAL 3013,Rojo tomate,#A12312
31.0375,44.3335,43.5104,RAL 3013,Rojo tomate,#A12312
56.5845,41.5789,10.6671,RAL 3014,Rosa antiguo,#D36E70
52.6003,36.7822,18.3469,RAL 3014,Rosa antiguo,#D36E70
60.7055,35.4909,15.1508,RAL 3014,Rosa antiguo,#D36E70
54.6732,44.0909,26.4357,RAL 3014,Rosa antiguo,#D36E70
44.6323,42.5382,20.6048,RAL 3014,Rosa antiguo,#D36E70
50.0344,48.7556,21.9811,RAL 3014,Rosa antiguo,#D36E70
56.7608,31.1348,23.3457,RAL 3014,Rosa antiguo,#D36E70
67.1061,38.8778,0.341,RAL 3014,Rosa antiguo,#D36E70
60.9214,30.2555,17.6025,RAL 3014,Rosa antiguo,#D36E70
53.7589,53.9377,26.1655,RAL 3014,Rosa antiguo,#D36E70
72.3622,35.1506,5.7263,RAL 3014,Rosa antiguo,#D36E70
54.8979,45.2509,15.6381,RAL 3014,Rosa antiguo,#D36E70
62.7728,36.2337,9.0877,RAL 3014,Rosa antiguo,#D36E70
74.1931,42.8899,19.2905,RAL 3014,Rosa antiguo,#D36E70
62.2328,48.504,24.4937,RAL 3014,Rosa antiguo,#D36E70
61.6086,37.0755,16.1873,RAL 3014,Rosa antiguo,#D36E70
57.505,40.5744,14.4037,RAL 3014,Rosa antiguo,#D36E70
62.2688,46.7409,19.3097,RAL 3014,Rosa antiguo,#D36E70
66.1694,35.5607,18.2131,RAL 3014,Rosa antiguo,#D36E70
48.5282,42.6349,14.4269,RAL 3014,Rosa antiguo,#D36E70
56.6931,37.8736,18.7214,RAL 3014,Rosa antiguo,#D36E70
65.0577,40.2958,11.1099,RAL 3014,Rosa antiguo,#D36E70
58.6985,41.4154,22.005,RAL 3014,Rosa antiguo,#D36E70
61.4993,37.9577,22.4689,RAL 3014,Rosa antiguo,#D36E70
48.1325,33.5363,9.1758,RAL 3014,Rosa antiguo,#D36E70
52.1714,35.766,18.3174,RAL 3014,Rosa antiguo,#D36E70
59.572,42.3868,20.5567,RAL 3014,Rosa antiguo,#D36E70
60.6965,41.4139,25.6443,RAL 3014,Rosa antiguo,#D36E70
53.8949,39.082,12.18,RAL 3014,Rosa antiguo,#D36E70
57.9144,31.6446,6.6083,RAL 3014,Rosa antiguo,#D36E70
62.6109,41.5663,23.9149,RAL 3014,Rosa antiguo,#D36E70
53.7177,35.7913,10.158,RAL 3014,Rosa antiguo,#D36E70
70.5209,40.476,11.2012,RAL 3014,Rosa antiguo,#D36E70
77.5296,41.1444,28.0403,RAL 3014,Rosa antiguo,#D36E70
69.9034,35.822,14.6555,RAL 3014,Rosa antiguo,#D36E70
62.4655,39.678,25.993,RAL 3014,Rosa antiguo,#D36E70
47.9995,35.3312,15.8748,RAL 3014,Rosa antiguo,#D36E70
63.4911,39.7282,22.104,RAL 3014,Rosa antiguo,#D36E70
79.8995,33.0324,8.6975,RAL 3014,Rosa antiguo,#D36E70
71.5517,36.0857,26.3061,RAL 3014,Rosa antiguo,#D36E70
54.8641,45.2377,10.7026,RAL 3014,Rosa antiguo,#D36E70
66.4642,44.2209,22.6081,RAL 3014,Rosa antiguo,#D36E70
63.8601,31.226,16.9803,RAL 3014,Rosa antiguo,#D36E70
48.963,28.0558,6.1479,RAL 3014,Rosa antiguo,#D36E70
60.1406,43.3001,23.7401,RAL 3014,Rosa antiguo,#D36E70
59.6368,36.212,26.6628,RAL 3014,Rosa antiguo,#D36E70
43.7359,45.972,24.414,RAL 3014,Rosa antiguo,#D36E70
60.714,30.2599,8.2504,RAL 3014,Rosa antiguo,#D36E70
62.2687,28.0276,-3.0293,RAL 3014,Rosa antiguo,#D36E70
59.5056,39.8519,17.999,RAL 3014,Rosa antiguo,#D36E70
57.7609,44.8493,11.6445,RAL 3014,Rosa antiguo,#D36E70
52.0187,33.2132,10.9984,RAL 3014,Rosa antiguo,#D36E70
59.7166,42.6499,18.0048,RAL 3014,Rosa antiguo,#D36E70
52.5051,38.3337,15.7215,RAL 3014,Rosa antiguo,#D36E70
45.9771,37.6851,14.2503,RAL 3014,Rosa antiguo,#D36E70
58.7333,47.6271,18.7011,RAL 3014,Rosa antiguo,#D36E70
52.5487,42.5177,20.3009,RAL 3014,Rosa antiguo,#D36E70
47.8573,41.8219,25.3274,RAL 3014,Rosa antiguo,#D36E70
69.4431,41.6336,22.8574,RAL 3014,Rosa antiguo,#D36E70
61.6419,44.2468,27.6843,RAL 3014,Rosa antiguo,#D36E70
54.0628,40.8314,9.5283,RAL 3014,Rosa antiguo,#D36E70
47.4315,49.3973,10.7114,RAL 3014,Rosa antiguo,#D36E70
58.2058,47.0326,21.5083,RAL 3014,Rosa antiguo,#D36E70
40.5485,35.2213,15.9341,RAL 3014,Rosa antiguo,#D36E70
58.4105,35.0548,12.0829,RAL 3014,Rosa antiguo,#D36E70
61.6154,39.755,13.5881,RAL 3014,Rosa antiguo,#D36E70
62.4789,34.8974,17.6952,RAL 3014,Rosa antiguo,#D36E70
57.1899,41.2489,21.2511,RAL 3014,Rosa antiguo,#D36E70
51.5536,44.2728,28.2283,RAL 3014,Rosa antiguo,#D36E70
54.6147,47.1035,26.9161,RAL 3014,Rosa antiguo,#D36E70
66.3165,40.0377,9.9085,RAL 3014,Rosa antiguo,#D36E70
48.5801,28.2648,20.4565,RAL 3014,Rosa antiguo,#D36E70
56.0276,45.1336,17.8823,RAL 3014,Rosa antiguo,#D36E70
55.9583,43.5141,20.9055,RAL 3014,Rosa antiguo,#D36E70
72.4878,40.1922,11.7897,RAL 3014,Rosa antiguo,#D36E70
59.9434,34.8715,22.4055,RAL 3014,Rosa antiguo,#D36E70
65.3613,36.578,14.0635,RAL 3014,Rosa antiguo,#D36E70
44.4471,36.8175,16.0344,RAL 3014,Rosa antiguo,#D36E70
63.9701,31.0139,18.0056,RAL 3014,Rosa antiguo,#D36E70
68.0,34.3747,18.4761,RAL 3014,Rosa antiguo,#D36E70
43.6383,44.8077,3.802,RAL 3014,Rosa antiguo,#D36E70
60.5757,33.9315,9.0277,RAL 3014,Rosa antiguo,#D36E70
70.7614,44.5296,29.8807,RAL 3014,Rosa antiguo,#D36E70
47.8445,44.1272,21.1568,RAL 3014,Rosa antiguo,#D36E70
65.9797,35.8278,22.4303,RAL 3014,Rosa antiguo,#D36E70
59.6498,40.5491,21.2963,RAL 3014,Rosa antiguo,#D36E70
71.4127,29.5418,18.337,RAL 3014,Rosa antiguo,#D36E70
59.169,44.8534,25.9919,RAL 3014,Rosa antiguo,#D36E70
62.5336,35.4995,5.8091,RAL 3014,Rosa antiguo,#D36E70
63.2468,45.6939,13.8641,RAL 3014,Rosa antiguo,#D36E70
31.2893,35.277,18.9606,RAL 3014,Rosa antiguo,#D36E70
56.0463,38.461,9.8868,RAL 3014,Rosa antiguo,#D36E70
56.8186,42.2606,11.091,RAL 3014,Rosa antiguo,#D36E70
40.7473,40.358,13.7656,RAL 3014,Rosa antiguo,#D36E70
66.0235,46.7718,21.5853,RAL 3014,Rosa antiguo,#D36E70
56.3351,30.6752,9.5873,RAL 3014,Rosa antiguo,#D36E70
55.7862,41.529,14.5511,RAL 3014,Rosa antiguo,#D36E70
57.3777,38.9057,23.7705,RAL 3014,Rosa antiguo,#D36E70
58.0822,35.436,15.3418,RAL 3014,Rosa antiguo,#D36E70
60.9604,40.8435,21.9037,RAL 3014,Rosa antiguo,#D36E70
63.6133,36.2474,22.193,RAL 3014,Rosa antiguo,#D36E70
57.3442,36.0708,16.2297,RAL 3014,Rosa antiguo,#D36E70
51.1215,45.9486,18.2064,RAL 3014,Rosa antiguo,#D36E70
64.7012,33.9278,11.6068,RAL 3014,Rosa antiguo,#D36E70
57.0326,47.5551,18.7813,RAL 3014,Rosa antiguo,#D36E70
59.6768,51.6209,17.6347,RAL 3014,Rosa antiguo,#D36E70
59.6434,43.1849,18.7159,RAL 3014,Rosa antiguo,#D36E70
47.8475,40.1937,23.0425,RAL 3014,Rosa antiguo,#D36E70
52.7644,35.4415,17.6708,RAL 3014,Rosa antiguo,#D36E70
62.739,34.6247,13.1478,RAL 3014,Rosa antiguo,#D36E70
60.4683,35.0315,15.3523,RAL 3014,Rosa antiguo,#D36E70
70.0074,44.6516,16.15,RAL 3014,Rosa antiguo,#D36E70
69.3493,56.667,23.2184,RAL 3014,Rosa antiguo,#D36E70
53.0713,33.2764,13.9593,RAL 3014,Rosa antiguo,#D36E70
53.3089,46.6788,15.801,RAL 3014,Rosa antiguo,#D36E70
57.7955,35.4558,18.2793,RAL 3014,Rosa antiguo,#D36E70
54.7108,42.1067,20.2285,RAL 3014,Rosa antiguo,#D36E70
51.228,41.1971,5.2325,RAL 3014,Rosa antiguo,#D36E70
63.9444,50.9318,17.8269,RAL 3014,Rosa antiguo,#D36E70
59.3218,39.3242,21.0442,RAL 3014,Rosa antiguo,#D36E70
54.73,47.2682,13.0521,RAL 3014,Rosa antiguo,#D36E70
48.6692,39.7138,15.9686,RAL 3014,Rosa antiguo,#D36E70
62.77,38.4259,12.5424,RAL 3014,Rosa antiguo,#D36E70
71.7128,32.384,14.3625,RAL 3014,Rosa antiguo,#D36E70
55.8748,38.6374,17.0986,RAL 3014,Rosa antiguo,#D36E70
59.3643,41.7185,16.2353,RAL 3014,Rosa antiguo,#D36E70
51.967,41.0127,25.0484,RAL 3014,Rosa antiguo,#D36E70
57.2908,35.526,18.858,RAL 3014,Rosa antiguo,#D36E70
56.5996,38.6174,10.3844,RAL 3014,Rosa antiguo,#D36E70
55.3739,37.4658,22.7978,RAL 3014,Rosa antiguo,#D36E70
80.2355,42.2356,14.9199,RAL 3014,Rosa antiguo,#D36E70
62.0986,54.7877,10.7036,RAL 3014,Rosa antiguo,#D36E70
48.2012,33.7052,19.1541,RAL 3014,Rosa antiguo,#D36E70
60.4812,35.7609,10.5189,RAL 3014,Rosa antiguo,#D36E70
67.7705,39.9032,23.1251,RAL 3014,Rosa antiguo,#D36E70
64.2543,43.4244,16.3584,RAL 3014,Rosa antiguo,#D36E70
60.5328,48.6431,18.3698,RAL 3014,Rosa antiguo,#D36E70
59.3357,45.4716,18.9288,RAL 3014,Rosa antiguo,#D36E70
54.4227,43.8597,17.4611,RAL 3014,Rosa antiguo,#D36E70
57.6843,28.8612,17.6951,RAL 3014,Rosa antiguo,#D36E70
58.3544,39.7365,22.3657,RAL 3014,Rosa antiguo,#D36E70
57.8421,43.4977,13.893,RAL 3014,Rosa antiguo,#D36E70
63.743,37.1988,17.5572,RAL 3014,Rosa antiguo,#D36E70
56.309,42.8408,13.5976,RAL 3014,Rosa antiguo,#D36E70
67.4127,34.3093,23.2617,RAL 3014,Rosa antiguo,#D36E70
50.5406,48.8412,26.8422,RAL 3014,Rosa antiguo,#D36E70
50.9913,37.8793,14.5291,RAL 3014,Rosa antiguo,#D36E70
55.7673,42.7038,24.3375,RAL 3014,Rosa antiguo,#D36E70
56.5466,39.7437,18.2341,RAL 3014,Rosa antiguo,#D36E70
59.3487,42.1455,16.1778,RAL 3014,Rosa antiguo,#D36E70
69.0022,37.8111,10.8928,RAL 3015,Rosa claro,#EA899A
66.9042,47.3046,7.656,RAL 3015,Rosa claro,#EA899A
81.8081,35.9548,5.5414,RAL 3015,Rosa claro,#EA899A
66.7215,34.6767,11.9696,RAL 3015,Rosa claro,#EA899A
70.4534,36.7219,7.3875,RAL 3015,Rosa claro,#EA899A
75.6805,43.9271,15.7523,RAL 3015,Rosa claro,#EA899A
56.105,46.3469,14.5858,RAL 3015,Rosa claro,#EA899A
80.7326,29.6571,-2.2141,RAL 3015,Rosa claro,#EA899A
65.7995,37.2887,7.0556,RAL 3015,Rosa claro,#EA899A
50.7506,27.9327,3.8979,RAL 3015,Rosa claro,#EA899A
64.1769,41.1037,5.7983,RAL 3015,Rosa claro,#EA899A
62.0528,37.7707,7.6501,RAL 3015,Rosa claro,#EA899A
69.9562,43.0832,-2.6874,RAL 3015,Rosa claro,#EA899A
59.6719,40.1936,16.9506,RAL 3015,Rosa claro,#EA899A
58.9652,40.3479,6.9568,RAL 3015,Rosa claro,#EA899A
70.6104,44.9991,3.8783,RAL 3015,Rosa claro,#EA899A
65.422,33.2619,5.8505,RAL 3015,Rosa claro,#EA899A
87.9086,37.0363,5.7357,RAL 3015,Rosa claro,#EA899A
77.2923,41.3484,10.1156,RAL 3015,Rosa claro,#EA899A
70.5643,32.1117,-0.4674,RAL 3015,Rosa claro,#EA899A
70.471,37.1706,-2.6538,RAL 3015,Rosa claro,#EA899A
64.8913,39.54,0.3623,RAL 3015,Rosa claro,#EA899A
68.8002,38.0933,0.6093,RAL 3015,Rosa claro,#EA899A
69.3232,29.5919,-1.5221,RAL 3015,Rosa claro,#EA899A
74.3178,36.4624,4.0472,RAL 3015,Rosa claro,#EA899A
61.7131,39.9043,6.1534,RAL 3015,Rosa claro,#EA899A
63.2153,40.0153,1.1542,RAL 3015,Rosa claro,#EA899A
59.2821,43.714,13.1673,RAL 3015,Rosa claro,#EA899A
77.1514,61.2257,20.9391,RAL 3015,Rosa claro,#EA899A
70.9296,44.0369,11.5523,RAL 3015,Rosa claro,#EA899A
56.2553,32.7537,2.4036,RAL 3015,Rosa claro,#EA899A
66.6261,32.7658,14.9672,RAL 3015,Rosa claro,#EA899A
60.7342,38.8699,18.2806,RAL 3015,Rosa claro,#EA899A
77.6347,36.3717,1.7779,RAL 3015,Rosa claro,#EA899A
75.8415,44.7634,0.6224,RAL 3015,Rosa claro,#EA899A
80.4401,46.6683,-1.3498,RAL 3015,Rosa claro,#EA899A
82.3065,43.975,-0.2083,RAL 3015,Rosa claro,#EA899A
81.8222,36.0966,6.1197,RAL 3015,Rosa claro,#EA899A
79.7809,51.8089,15.1158,RAL 3015,Rosa claro,#EA899A
71.9275,42.9114,9.9752,RAL 3015,Rosa claro,#EA899A
65.5328,34.4467,5.5314,RAL 3015,Rosa claro,#EA899A
52.5991,40.5161,7.5912,RAL 3015,Rosa claro,#EA899A
56.5363,32.8576,12.6587,RAL 3015,Rosa claro,#EA899A
69.7588,39.1871,17.1991,RAL 3015,Rosa claro,#EA899A
53.116,48.5032,15.2291,RAL 3015,Rosa claro,#EA899A
72.9344,46.3724,6.2167,RAL 3015,Rosa claro,#EA899A
61.3905,33.8426,7.5437,RAL 3015,Rosa claro,#EA899A
73.3736,30.3359,4.2317,RAL 3015,Rosa claro,#EA899A
72.4519,34.6311,8.0852,RAL 3015,Rosa claro,#EA899A
59.8096,38.7254,10.5487,RAL 3015,Rosa claro,#EA899A
75.1303,32.9411,2.5884,RAL 3015,Rosa claro,#EA899A
69.871,38.4789,15.5942,RAL 3015,Rosa claro,#EA899A
63.9713,37.0004,10.3944,RAL 3015,Rosa claro,#EA899A
66.7967,46.2845,5.8006,RAL 3015,Rosa claro,#EA899A
70.0746,34.2555,5.5726,RAL 3015,Rosa claro,#EA899A
62.3195,42.9043,7.9688,RAL 3015,Rosa claro,#EA899A
62.1596,26.4894,12.4026,RAL 3015,Rosa claro,#EA899A
86.191,42.0385,4.4473,RAL 3015,Rosa claro,#EA899A
63.1582,35.3815,9.7162,RAL 3015,Rosa claro,#EA899A
69.228,38.7195,8.4239,RAL 3015,Rosa claro,#EA899A
61.4958,37.8147,13.5766,RAL 3015,Rosa claro,#EA899A
73.212,37.2695,12.8444,RAL 3015,Rosa claro,#EA899A
62.6687,38.5174,11.9918,RAL 3015,Rosa claro,#EA899A
66.2557,45.77,4.0255,RAL 3015,Rosa claro,#EA899A
63.1471,28.5996,1.2852,RAL 3015,Rosa claro,#EA899A
68.9682,47.3936,12.2305,RAL 3015,Rosa claro,#EA899A
56.1608,46.6529,2.5683,RAL 3015,Rosa claro,#EA899A
69.278,26.8485,2.8603,RAL 3015,Rosa claro,#EA899A
59.6085,32.4634,5.2367,RAL 3015,Rosa claro,#EA899A
69.3056,28.1242,-6.0301,RAL 3015,Rosa claro,#EA899A
69.7239,39.4856,16.9559,RAL 3015,Rosa claro,#EA899A
74.6768,43.7226,4.3408,RAL 3015,Rosa claro,#EA899A
73.9904,29.6813,11.4724,RAL 3015,Rosa claro,#EA899A
83.8086,39.5235,14.6568,RAL 3015,Rosa claro,#EA899A
72.2066,32.7611,9.2279,RAL 3015,Rosa claro,#EA899A
60.1054,41.8432,10.1207,RAL 3015,Rosa claro,#EA899A
61.9919,22.822,5.8582,RAL 3015,Rosa claro,#EA899A
61.2538,39.9763,20.5025,RAL 3015,Rosa claro,#EA899A
68.2348,37.4838,7.9628,RAL 3015,Rosa claro,#EA899A
67.9343,44.591,19.3374,RAL 3015,Rosa claro,#EA899A
61.5825,40.2717,6.4075,RAL 3015,Rosa claro,#EA899A
61.4753,38.07,2.9255,RAL 3015,Rosa claro,#EA899A
69.0519,35.4496,6.0028,RAL 3015,Rosa claro,#EA899A
77.5318,42.3213,4.9727,RAL 3015,Rosa claro,#EA899A
51.559,32.5805,0.077,RAL 3015,Rosa claro,#EA899A
65.7792,36.2207,-4.3877,RAL 3015,Rosa claro,#EA899A
51.1306,50.3746,16.9852,RAL 3015,Rosa claro,#EA899A
48.701,27.6701,-1.1608,RAL 3015,Rosa claro,#EA899A
76.9784,35.664,3.7986,RAL 3015,Rosa claro,#EA899A
74.2063,45.3936,8.0719,RAL 3015,Rosa claro,#EA899A
72.9863,38.4282,0.925,RAL 3015,Rosa claro,#EA899A
75.45,29.0765,2.0499,RAL 3015,Rosa claro,#EA899A
47.5308,28.1929,-6.3466,RAL 3015,Rosa claro,#EA899A
51.3264,44.9406,10.6647,RAL 3015,Rosa claro,#EA899A
54.2174,49.9308,2.5102,RAL 3015,Rosa claro,#EA899A
43.8435,36.3288,5.6853,RAL 3015,Rosa claro,#EA899A
57.431,48.3258,-4.5652,RAL 3015,Rosa claro,#EA899A
76.4864,40.6728,5.4486,RAL 3015,Rosa claro,#EA899A
73.8904,36.907,2.0747,RAL 3015,Rosa claro,#EA899A
78.3741,41.1665,3.8485,RAL 3015,Rosa claro,#EA899A
70.3773,44.308,9.0497,RAL 3015,Rosa claro,#EA899A
66.2308,32.8132,5.4688,RAL 3015,Rosa claro,#EA899A
60.0843,40.9155,6.4135,RAL 3015,Rosa claro,#EA899A
79.1005,38.6458,9.4887,RAL 3015,Rosa claro,#EA899A
57.5675,42.5648,11.0016,RAL 3015,Rosa claro,#EA899A
47.226,40.6234,-2.2077,RAL 3015,Rosa claro,#EA899A
74.5113,36.8783,8.9417,RAL 3015,Rosa claro,#EA899A
69.5071,41.3508,12.6406,RAL 3015,Rosa claro,#EA899A
75.2164,37.6252,6.9673,RAL 3015,Rosa claro,#EA899A
76.0548,35.206,5.0255,RAL 3015,Rosa claro,#EA899A
67.9472,35.9384,19.0641,RAL 3015,Rosa claro,#EA899A
59.3945,32.2464,9.5795,RAL 3015,Rosa claro,#EA899A
59.8741,39.6053,9.3634,RAL 3015,Rosa claro,#EA899A
69.8311,41.2328,13.3434,RAL 3015,Rosa claro,#EA899A
71.0221,34.5232,4.7598,RAL 3015,Rosa claro,#EA899A
77.2078,36.1478,7.3437,RAL 3015,Rosa claro,#EA899A
81.8102,39.5156,3.089,RAL 3015,Rosa claro,#EA899A
68.6979,40.5894,0.6342,RAL 3015,Rosa claro,#EA899A
62.6826,40.585,-2.5768,RAL 3015,Rosa claro,#EA899A
75.2996,41.0739,9.9891,RAL 3015,Rosa claro,#EA899A
77.6018,46.6448,15.252,RAL 3015,Rosa claro,#EA899A
74.6851,39.8579,10.4614,RAL 3015,Rosa claro,#EA899A
78.0993,36.8383,6.364,RAL 3015,Rosa claro,#EA899A
70.2218,30.4379,8.4298,RAL 3015,Rosa claro,#EA899A
64.5903,32.8729,10.7679,RAL 3015,Rosa claro,#EA899A
63.944,46.388,13.0787,RAL 3015,Rosa claro,#EA899A
60.1509,48.7756,23.0448,RAL 3015,Rosa claro,#EA899A
66.8874,37.2258,11.148,RAL 3015,Rosa claro,#EA899A
78.1783,49.9007,20.8331,RAL 3015,Rosa claro,#EA899A
75.9474,49.3718,5.0801,RAL 3015,Rosa claro,#EA899A
76.9575,31.5909,4.017,RAL 3015,Rosa claro,#EA899A
74.1714,37.6286,8.6776,RAL 3015,Rosa claro,#EA899A
61.3684,42.7851,11.9078,RAL 3015,Rosa claro,#EA899A
63.2276,39.239,7.0244,RAL 3015,Rosa claro,#EA899A
62.3032,48.4866,14.9071,RAL 3015,Rosa claro,#EA899A
72.0609,32.3534,9.1234,RAL 3015,Rosa claro,#EA899A
69.5602,49.2091,15.1814,RAL 3015,Rosa claro,#EA899A
74.0516,36.4219,5.0633,RAL 3015,Rosa claro,#EA899A
73.4751,46.483,13.1982,RAL 3015,Rosa claro,#EA899A
52.4301,33.4739,3.6336,RAL 3015,Rosa claro,#EA899A
66.9005,39.793,7.9004,RAL 3015,Rosa claro,#EA899A
68.6824,38.235,14.1908,RAL 3015,Rosa claro,#EA899A
73.1432,37.7793,6.4045,RAL 3015,Rosa claro,#EA899A
88.6205,34.233,3.4573,RAL 3015,Rosa claro,#EA899A
68.8019,49.0729,8.7709,RAL 3015,Rosa claro,#EA899A
64.9498,42.6965,12.2939,RAL 3015,Rosa claro,#EA899A
62.5361,34.9977,4.9262,RAL 3015,Rosa claro,#EA899A
68.4763,37.2661,15.0877,RAL 3015,Rosa claro,#EA899A
58.8594,33.7562,4.0853,RAL 3015,Rosa claro,#EA899A
62.993,42.849,5.2512,RAL 3015,Rosa claro,#EA899A
43.4636,43.0597,34.0601,RAL 3016,Rojo coral,#B32821
40.7759,60.4973,42.3579,RAL 3016,Rojo coral,#B32821
33.1903,55.4966,40.9945,RAL 3016,Rojo coral,#B32821
37.4679,53.914,44.6533,RAL 3016,Rojo coral,#B32821
41.7103,57.3051,39.976,RAL 3016,Rojo coral,#B32821
45.0778,48.7265,34.4725,RAL 3016,Rojo coral,#B32821
39.2419,58.2534,39.1236,RAL 3016,Rojo coral,#B32821
36.0888,56.0066,40.7403,RAL 3016,Rojo coral,#B32821
40.6618,49.6012,32.7114,RAL 3016,Rojo coral,#B32821
35.8543,51.6785,37.9175,RAL 3016,Rojo coral,#B32821
28.6442,56.6777,37.3457,RAL 3016,Rojo coral,#B32821
32.385,54.5341,40.6746,RAL 3016,Rojo coral,#B32821
45.2976,60.6203,51.4458,RAL 3016,Rojo coral,#B32821
38.352,55.0721,37.4411,RAL 3016,Rojo coral,#B32821
35.8717,51.7897,36.5032,RAL 3016,Rojo coral,#B32821
46.8742,41.9211,32.0273,RAL 3016,Rojo coral,#B32821
45.5372,58.7046,44.8719,RAL 3016,Rojo coral,#B32821
49.8572,60.1405,45.9909,RAL 3016,Rojo coral,#B32821
46.9546,47.3,38.0045,RAL 3016,Rojo coral,#B32821
44.3722,47.434,39.2564,RAL 3016,Rojo coral,#B32821
51.5953,53.3385,38.5574,RAL 3016,Rojo coral,#B32821
34.4971,52.0944,41.8415,RAL 3016,Rojo coral,#B32821
40.6797,62.5897,31.1849,RAL 3016,Rojo coral,#B32821
44.0256,52.4766,36.3468,RAL 3016,Rojo coral,#B32821
48.3035,53.668,34.7422,RAL 3016,Rojo coral,#B32821
38.9291,46.9277,31.9885,RAL 3016,Rojo coral,#B32821
51.3063,54.6367,45.2459,RAL 3016,Rojo coral,#B32821
30.6154,65.7504,40.9283,RAL 3016,Rojo coral,#B32821
37.1798,61.7632,44.8952,RAL 3016,Rojo coral,#B32821
33.4385,57.992,47.3315,RAL 3016,Rojo coral,#B32821
35.0603,46.5054,28.5176,RAL 3016,Rojo coral,#B32821
37.4578,52.538,34.6651,RAL 3016,Rojo coral,#B32821
44.0163,55.0971,36.9695,RAL 3016,Rojo coral,#B32821
37.6125,56.3709,42.1694,RAL 3016,Rojo coral,#B32821
43.8083,48.8384,42.4549,RAL 3016,Rojo coral,#B32821
41.5427,44.2087,32.7342,RAL 3016,Rojo coral,#B32821
39.2203,50.2137,32.4661,RAL 3016,Rojo coral,#B32821
42.9419,55.0854,32.0975,RAL 3016,Rojo coral,#B32821
39.9377,44.2618,27.0137,RAL 3016,Rojo coral,#B32821
33.9995,66.0988,43.011,RAL 3016,Rojo coral,#B32821
38.2162,62.8934,40.7411,RAL 3016,Rojo coral,#B32821
32.4728,61.5504,37.8148,RAL 3016,Rojo coral,#B32821
37.3072,57.51,44.9955,RAL 3016,Rojo coral,#B32821
34.1331,59.5817,41.5515,RAL 3016,Rojo coral,#B32821
35.8761,62.6965,47.5109,RAL 3016,Rojo coral,#B32821
37.0157,66.3188,50.1839,RAL 3016,Rojo coral,#B32821
33.6302,49.9397,41.0591,RAL 3016,Rojo coral,#B32821
33.5119,52.0115,36.3482,RAL 3016,Rojo coral,#B32821
38.1447,48.4232,35.7966,RAL 3016,Rojo coral,#B32821
32.8497,56.3975,37.0026,RAL 3016,Rojo coral,#B32821
38.8273,41.3464,34.9377,RAL 3016,Rojo coral,#B32821
42.8929,57.4532,50.9702,RAL 3016,Rojo coral,#B32821
39.5551,53.3774,34.7663,RAL 3016,Rojo coral,#B32821
37.1508,47.5958,45.5934,RAL 3016,Rojo coral,#B32821
23.4775,75.6055,64.4432,RAL 3016,Rojo coral,#B32821
38.136,52.7219,34.391,RAL 3016,Rojo coral,#B32821
39.1237,56.8722,43.6685,RAL 3016,Rojo coral,#B32821
31.296,47.9608,32.7463,RAL 3016,Rojo coral,#B32821
40.3137,47.4606,40.167,RAL 3016,Rojo coral,#B32821
44.1091,53.3988,32.7241,RAL 3016,Rojo coral,#B32821
43.7149,56.5922,48.3589,RAL 3016,Rojo coral,#B32821
31.9218,43.5418,25.8083,RAL 3016,Rojo coral,#B32821
38.201,62.2761,54.1343,RAL 3016,Rojo coral,#B32821
34.848,49.6346,38.1102,RAL 3016,Rojo coral,#B32821
43.3554,58.2569,39.7227,RAL 3016,Rojo coral,#B32821
33.9685,54.9079,38.9264,RAL 3016,Rojo coral,#B32821
39.8261,60.4959,45.1605,RAL 3016,Rojo coral,#B32821
33.5038,33.6492,21.5911,RAL 3016,Rojo coral,#B32821
39.0333,56.3374,39.2724,RAL 3016,Rojo coral,#B32821
33.1306,57.8532,41.4534,RAL 3016,Rojo coral,#B32821
25.7044,59.2749,41.7186,RAL 3016,Rojo coral,#B32821
38.3842,69.861,51.2475,RAL 3016,Rojo coral,#B32821
42.5516,55.7434,45.8838,RAL 3016,Rojo coral,#B32821
42.9489,49.8283,38.2938,RAL 3016,Rojo coral,#B32821
36.4768,55.1346,41.6035,RAL 3016,Rojo coral,#B32821
40.8571,52.177,40.3447,RAL 3016,Rojo coral,#B32821
